"","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj","symbol","entrez","name"
"ENSG00000170745",64.5538500111896,-0.482847169512817,0.228749799299281,-2.11080915039883,0.034788719308619,0.0616541781109219,"KCNS3","3790","potassium voltage-gated channel modifier subfamily S member 3"
"ENSG00000177494",3.67453116289406,-2.22988819905202,1.05669870183204,-2.11024031276464,0.0348376618220017,0.0617334928378816,"ZBED2","79413","zinc finger BED-type containing 2"
"ENSG00000115041",51.7843818705463,-0.541606589762414,0.256715186044525,-2.10975672342375,0.0348793158421093,0.0617998745949756,"KCNIP3","30818","potassium voltage-gated channel interacting protein 3"
"ENSG00000164169",146.579626645956,-0.31079490837468,0.147361792990902,-2.10906030706255,0.0349393764555659,0.0618988496456461,"PRMT9","90826","protein arginine methyltransferase 9"
"ENSG00000104064",479.274367556133,0.187071152618493,0.088709323905676,2.10881048780627,0.034960942974926,0.061929612688036,"GABPB1","2553","GA binding protein transcription factor beta subunit 1"
"ENSG00000152669",3.25922429230413,2.45226691911933,1.16311930389163,2.10835372683988,0.0350004038481711,0.0619920624821951,"CCNO","10309","cyclin O"
"ENSG00000156113",2201.95109340311,-0.126946485584398,0.0602478635230551,-2.10707032849089,0.0351114838508674,0.0621813324914785,"KCNMA1","3778","potassium calcium-activated channel subfamily M alpha 1"
"ENSG00000204366",97.461771197813,-0.386876671582582,0.183704384075824,-2.10597408183192,0.0352066037712203,0.0623422956121886,"ZBTB12","221527","zinc finger and BTB domain containing 12"
"ENSG00000161642",152.172751290606,0.311745191928767,0.148064699606808,2.10546600747255,0.035250763269684,0.0624129924397648,"ZNF385A","25946","zinc finger protein 385A"
"ENSG00000113211",17.3232534581413,0.927998531947339,0.44089933662076,2.10478550287672,0.0353099836690658,0.0625103350528158,"PCDHB6","56130","protocadherin beta 6"
"ENSG00000095015",189.740836355536,-0.281986741570667,0.133981835654406,-2.10466396577836,0.035320569274479,0.0625215649732491,"MAP3K1","4214","mitogen-activated protein kinase kinase kinase 1"
"ENSG00000180532",1.27852418643607,3.70431725172164,1.76115014594266,2.10335118800385,0.0354350819547303,0.0627167332591347,"ZSCAN4","201516","zinc finger and SCAN domain containing 4"
"ENSG00000167257",271.70350812068,0.24668841510716,0.117289002075161,2.10325274102919,0.0354436821692461,0.0627244221674291,"RNF214","257160","ring finger protein 214"
"ENSG00000070087",3746.99375074386,-0.103757608474318,0.0493378765038489,-2.10300109827839,0.0354656734855598,0.062755804517971,"PFN2","5217","profilin 2"
"ENSG00000218891",402.38237738418,0.199631185523936,0.0949376561146943,2.10276084004814,0.0354866807598945,0.062785438300039,"ZNF579","163033","zinc finger protein 579"
"ENSG00000136463",253.344595581742,-0.252434436840615,0.120059259124081,-2.10258199727623,0.0355023249898357,0.0628055774457086,"TACO1","51204","translational activator of cytochrome c oxidase I"
"ENSG00000114999",1275.93341949386,-0.126766155105045,0.060292323338762,-2.10252562988474,0.0355072569337063,0.0628067634048205,"TTL","150465","tubulin tyrosine ligase"
"ENSG00000174672",21.3308147573201,0.830005354767161,0.39501664898256,2.10119081538714,0.0356242193336477,0.0630060895882995,"BRSK2","9024","BR serine/threonine kinase 2"
"ENSG00000196172",24.0850804414786,0.764029626340455,0.363648100123405,2.10101366150732,0.0356397670236709,0.0630260242854406,"ZNF681","148213","zinc finger protein 681"
"ENSG00000154743",75.9327178339068,-0.428694310602175,0.204096114408764,-2.10045307253418,0.0356890045627106,0.0631010722824364,"TSEN2","80746","tRNA splicing endonuclease subunit 2"
"ENSG00000160785",586.571438027615,-0.171944489625283,0.0818614490486043,-2.10043300752217,0.0356907679838777,0.0631010722824364,"SLC25A44","9673","solute carrier family 25 member 44"
"ENSG00000102030",431.273754198332,-0.192058473459224,0.0914559809757096,-2.10000998743028,0.0357279625686496,0.0631592554080314,"NAA10","8260","N(alpha)-acetyltransferase 10, NatA catalytic subunit"
"ENSG00000166153",6.67612805152166,-1.53032031880352,0.728740773658052,-2.09995155221217,0.0357331031582902,0.063160766892166,"DEPDC4","120863","DEP domain containing 4"
"ENSG00000162241",48.3702750098025,0.5405203392133,0.257447978056684,2.09953227558187,0.0357700057408782,0.0632184128323615,"SLC25A45","283130","solute carrier family 25 member 45"
"ENSG00000196937",1254.04090759853,0.126502782271129,0.0602658206569857,2.0990800571877,0.0358098441190108,0.0632812329287748,"FAM3C","10447","family with sequence similarity 3 member C"
"ENSG00000131475",642.065088377392,-0.161654608120177,0.0770259318020843,-2.09870370066464,0.0358430282573698,0.0633322803569255,"VPS25","84313","vacuolar protein sorting 25 homolog"
"ENSG00000112983",688.934956071772,-0.153960454540653,0.0733655453342701,-2.09853895093636,0.0358575628345059,0.0633503669449711,"BRD8","10902","bromodomain containing 8"
"ENSG00000172183",16.7045295141298,0.950778212537287,0.453136732155471,2.09821483245166,0.0358861719392508,0.0633933120029579,"ISG20","3669","interferon stimulated exonuclease gene 20"
"ENSG00000214941",101.970997904586,0.389157080646518,0.185485734625211,2.09804318069441,0.0359013310806804,0.063412490108709,"ZSWIM7","125150","zinc finger SWIM-type containing 7"
"ENSG00000167612",2.02977372952283,3.27293634341519,1.56006203138631,2.09795269519301,0.0359093243560313,0.0634190080718022,"ANKRD33","341405","ankyrin repeat domain 33"
"ENSG00000160803",851.453546403756,0.142524794219916,0.0679505736142131,2.09747742571086,0.0359513334625199,0.0634855922083176,"UBQLN4","56893","ubiquilin 4"
"ENSG00000143382",190.553456876324,0.293095640865563,0.139760833950943,2.09712286754414,0.0359827001721041,0.0635333694904121,"ADAMTSL4","54507","ADAMTS like 4"
"ENSG00000166478",300.203517020446,0.225194542874545,0.107421314201853,2.09636741598029,0.0360496105647898,0.0636438860210675,"ZNF143","7702","zinc finger protein 143"
"ENSG00000145439",148.272230907879,-0.321203756325314,0.15326925151623,-2.09568294454221,0.0361103258117859,0.0637434401502096,"CBR4","84869","carbonyl reductase 4"
"ENSG00000082213",396.016562801678,0.20401909851712,0.0974237499948666,2.0941413005337,0.0362473949211202,0.0639777372871221,"C5orf22","55322","chromosome 5 open reading frame 22"
"ENSG00000188785",104.18949033009,-0.376584077910708,0.179910728230079,-2.09317188371954,0.0363338136554772,0.064122589588603,"ZNF548","147694","zinc finger protein 548"
"ENSG00000175787",14.4956606061063,-1.01269971174487,0.483846898786563,-2.09301684951296,0.0363476504652677,0.0641393286107657,"ZNF169","169841","zinc finger protein 169"
"ENSG00000184357",1.18967429517707,-3.7981621093422,1.81502134301724,-2.09262669221743,0.0363824918942313,0.0641931240916055,"HIST1H1B","3009","histone cluster 1 H1 family member b"
"ENSG00000196456",95.4578911535699,-0.389227694661513,0.186072844432034,-2.09180278750285,0.0364561609150837,0.0643154057417409,"ZNF775","285971","zinc finger protein 775"
"ENSG00000164344",1.30089788185071,3.72436411647864,1.78052569028831,2.09172163973414,0.0364634235730057,0.0643205190447586,"KLKB1","3818","kallikrein B1"
"ENSG00000166960",2.00723804916043,3.27541152364825,1.56667430960403,2.09067800727267,0.0365569377553466,0.0644777583339275,"CCDC178","374864","coiled-coil domain containing 178"
"ENSG00000257365",104.244021141519,-0.382231106583985,0.182839180362473,-2.0905317220643,0.0365700618850559,0.0644931879935328,"FNTB","2342","farnesyltransferase, CAAX box, beta"
"ENSG00000144681",4.54332590628111,-1.96121861598488,0.938171520791934,-2.09046914398911,0.0365756773680209,0.0644953736599535,"STAC","6769","SH3 and cysteine rich domain"
"ENSG00000141378",287.428765269192,0.234242804180687,0.112108594622962,2.0894277104131,0.0366692389702578,0.0646526192060843,"PTRH2","51651","peptidyl-tRNA hydrolase 2"
"ENSG00000197903",577.951322767165,-0.183093695163729,0.0876373404289981,-2.08922012315136,0.0366879128030612,0.0646778060875018,"HIST1H2BK","85236","histone cluster 1 H2B family member k"
"ENSG00000140382",373.84232737843,-0.205811327175867,0.0985140539041988,-2.08915701891642,0.0366935910473865,0.0646800795187635,"HMG20A","10363","high mobility group 20A"
"ENSG00000127311",43.8396764059077,-0.57651851345672,0.275968749480039,-2.08907173200935,0.0367012665222381,0.0646858725191036,"HELB","92797","DNA helicase B"
"ENSG00000124787",102.389980936558,-0.383801339878665,0.183741117859313,-2.08881574440259,0.0367243125798403,0.0647187515008593,"RPP40","10799","ribonuclease P/MRP subunit p40"
"ENSG00000075303",102.218769037407,-0.423081262616804,0.202597583923635,-2.08828385029644,0.0367722373733316,0.0647954608331135,"SLC25A40","55972","solute carrier family 25 member 40"
"ENSG00000157353",103.05010025952,-0.366514419976321,0.175620899832768,-2.0869635694005,0.0368914277843835,0.0649977122159287,"FUK","197258","fucokinase"
"ENSG00000160223",1.25615049102143,3.68474512066599,1.76610570900524,2.08636725529947,0.0369453687364969,0.0650849682570513,"ICOSLG","23308","inducible T cell costimulator ligand"
"ENSG00000188811",81.7150201653364,0.417284678090074,0.200063773514016,2.08575830976636,0.0370005215941246,0.0651743381444016,"NHLRC3","387921","NHL repeat containing 3"
"ENSG00000158545",765.074522684279,-0.162202801806852,0.0778309566570998,-2.08403967744442,0.0371565582954241,0.0654413666536759,"ZC3H18","124245","zinc finger CCCH-type containing 18"
"ENSG00000181404",72.171791000353,0.444408741382121,0.213350425014655,2.08299909105686,0.0372513064107978,0.0656004007506677,"WASHC1","100287171","WASH complex subunit 1"
"ENSG00000142102",75.4830722390623,0.439891808886396,0.211229831785206,2.08252690999494,0.0372943675237427,0.0656683857305758,"PGGHG","80162","protein-glucosylgalactosylhydroxylysine glucosidase"
"ENSG00000172336",294.267218759826,-0.220962922136271,0.106115841337664,-2.08228026419883,0.037316877522273,0.0657001721327511,"POP7","10248","POP7 homolog, ribonuclease P/MRP subunit"
"ENSG00000120798",223.89574826762,0.257973799685276,0.123945987725131,2.08134046466572,0.0374027538458437,0.0658435004992887,"NR2C1","7181","nuclear receptor subfamily 2 group C member 1"
"ENSG00000158286",16.6793288692637,-0.928163910338604,0.446358640232353,-2.07941289061963,0.0375794166973582,0.066146595400175,"RNF207","388591","ring finger protein 207"
"ENSG00000074181",3388.30680816313,0.106851481098562,0.0514044211820602,2.07864379447293,0.0376501025390998,0.0662631014116615,"NOTCH3","4854","notch 3"
"ENSG00000161996",142.076315265956,0.331739631056147,0.159603293528848,2.07852622412322,0.037660918119283,0.0662703836555227,"WDR90","197335","WD repeat domain 90"
"ENSG00000106733",64.6327742659816,-0.462280733306892,0.222410631495763,-2.07850105994461,0.0376632333762151,0.0662703836555227,"NMRK1","54981","nicotinamide riboside kinase 1"
"ENSG00000105556",624.613706385319,0.167336416076161,0.0805118134951253,2.07840823367235,0.0376717750031315,0.0662775002979769,"MIER2","54531","MIER family member 2"
"ENSG00000148660",709.190703587152,-0.155639612172828,0.0748903525629019,-2.07823313479667,0.0376878916231137,0.0662979406471055,"CAMK2G","818","calcium/calmodulin dependent protein kinase II gamma"
"ENSG00000232434",82.8950438407196,-0.404474174233272,0.194654146736461,-2.07791193259747,0.0377174712771945,0.0663420565321986,"AJM1","389813","apical junction component 1 homolog"
"ENSG00000162086",193.693460900787,0.275871650689942,0.132813161243994,2.07714091062958,0.0377885556541401,0.0664591567101094,"ZNF75A","7627","zinc finger protein 75a"
"ENSG00000090316",1114.4688121223,-0.126880019550159,0.0610921514891862,-2.07686284501893,0.03781421986257,0.06649635751516,"MAEA","10296","macrophage erythroblast attacher"
"ENSG00000185862",2.75278775487278,-2.87442670330048,1.38526303183416,-2.07500426795811,0.0379861392193748,0.0667907086393636,"EVI2B","2124","ecotropic viral integration site 2B"
"ENSG00000100567",1115.28892275082,0.133602584382215,0.0644021048577187,2.07450648821771,0.038032296810377,0.0668638900621897,"PSMA3","5684","proteasome subunit alpha 3"
"ENSG00000163162",534.118661736913,0.19344014697734,0.0932519524138118,2.07438173646956,0.0380438721299638,0.066876262816246,"RNF149","284996","ring finger protein 149"
"ENSG00000085231",213.32085288924,-0.265655793688865,0.12807593681895,-2.07420535259796,0.0380602433432604,0.0668970621816306,"AK6","102157402","adenylate kinase 6"
"ENSG00000134215",8.33337161249026,-1.37361283895924,0.662263296372638,-2.07411892895593,0.0380682670108944,0.0669031861682043,"VAV3","10451","vav guanine nucleotide exchange factor 3"
"ENSG00000114446",617.075855052531,-0.165596017974481,0.0798421353332203,-2.0740429509227,0.038075322084635,0.0669076066392454,"IFT57","55081","intraflagellar transport 57"
"ENSG00000173409",191.661936588325,-0.271330201928075,0.130833781558588,-2.07385431114037,0.0380928433704323,0.0669304155452351,"ARV1","64801","ARV1 homolog, fatty acid homeostasis modulator"
"ENSG00000100342",26.3333615898811,-0.738030062424349,0.355929164682995,-2.07353073491931,0.0381229138222274,0.0669752656945986,"APOL1","8542","apolipoprotein L1"
"ENSG00000171984",27.3089035393447,0.72934428834102,0.351907518999895,2.07254533922374,0.0382146125688652,0.0671283623408742,"C20orf196","149840","chromosome 20 open reading frame 196"
"ENSG00000103528",1.23690625590757,3.66887379686157,1.77063345062441,2.07206849930896,0.0382590535268283,0.0671958152690526,"SYT17","51760","synaptotagmin 17"
"ENSG00000165046",63.1838365529192,0.464943743287288,0.224389853996209,2.07203549985438,0.0382621306648045,0.0671958152690526,"LETM2","137994","leucine zipper and EF-hand containing transmembrane protein 2"
"ENSG00000124370",72.8876235320919,-0.454576066479526,0.219500621324266,-2.07095571637579,0.0383629346204367,0.0673648195443817,"MCEE","84693","methylmalonyl-CoA epimerase"
"ENSG00000130038",2.55833293599187,-2.8196670840432,1.36204665416301,-2.07016923790758,0.0384364989011555,0.0674859567316214,"CRACR2A","84766","calcium release activated channel regulator 2A"
"ENSG00000140365",501.47907142374,-0.176102117171062,0.0850892801542335,-2.06961578299709,0.0384883388711465,0.0675689265375767,"COMMD4","54939","COMM domain containing 4"
"ENSG00000130518",13.9427844376315,1.05512614221484,0.509876824727706,2.06937458429949,0.0385109496009329,0.0676005687492316,"IQCN","80726","IQ motif containing N"
"ENSG00000206561",3.84663540050766,2.12614669700943,1.02790254206443,2.06843218106971,0.0385994017224118,0.0677477649856978,"COLQ","8292","collagen like tail subunit of asymmetric acetylcholinesterase"
"ENSG00000096872",186.925656221241,0.271943218393256,0.131477905968842,2.06835678123518,0.0386064860563856,0.0677521304476079,"IFT74","80173","intraflagellar transport 74"
"ENSG00000082458",265.24435078038,-0.232298660783474,0.11231950123845,-2.06819526637955,0.0386216652085673,0.0677706991122592,"DLG3","1741","discs large MAGUK scaffold protein 3"
"ENSG00000130382",1567.62016812399,0.123770819069154,0.0598504842466053,2.06800029485433,0.0386399953716859,0.0677947918795127,"MLLT1","4298","MLLT1, super elongation complex subunit"
"ENSG00000112851",2001.24306979891,0.119676413848082,0.0578774010686597,2.0677572185059,0.0386628584421265,0.0678268310582145,"ERBIN","55914","erbb2 interacting protein"
"ENSG00000069424",137.964257926444,0.330236441906973,0.159723561546759,2.06754995135954,0.0386823624797726,0.0678529705102224,"KCNAB2","8514","potassium voltage-gated channel subfamily A regulatory beta subunit 2"
"ENSG00000131966",992.116529613716,0.144616273653956,0.0699804328359858,2.06652442394712,0.0387789886609452,0.0680086925067438,"ACTR10","55860","actin related protein 10 homolog"
"ENSG00000135974",289.828727762368,0.229192180960873,0.110909357007618,2.06648191951136,0.0387829978917742,0.0680086925067438,"C2orf49","79074","chromosome 2 open reading frame 49"
"ENSG00000101190",145.903470156096,-0.307694252370296,0.148899141519135,-2.06646088910294,0.0387849817152383,0.0680086925067438,"TCFL5","10732","transcription factor like 5"
"ENSG00000134996",455.232225502689,-0.1823267254807,0.0883314545298487,-2.06412004026367,0.0390063363141345,0.0683886967163591,"OSTF1","26578","osteoclast stimulating factor 1"
"ENSG00000130309",4523.08492141591,-0.0919723604209191,0.0445592211791339,-2.0640477545866,0.0390131888136993,0.0683925748467111,"COLGALT1","79709","collagen beta(1-O)galactosyltransferase 1"
"ENSG00000147118",67.4448552016731,0.481243740041276,0.2331699983038,2.06391792915938,0.0390254985035423,0.068398807206957,"ZNF182","7569","zinc finger protein 182"
"ENSG00000197191",13.0850345633331,1.08587156268215,0.526122901200765,2.06391236763097,0.0390260259060457,0.068398807206957,"CYSRT1","375791","cysteine rich tail 1"
"ENSG00000166289",81.012159596009,0.425670118315511,0.206560551231684,2.06075223839845,0.0393266831643105,0.0689175572503696,"PLEKHF1","79156","pleckstrin homology and FYVE domain containing 1"
"ENSG00000136950",729.762210944948,-0.154768902695489,0.0751202702643343,-2.06028149460706,0.0393716379749603,0.0689881346421312,"ARPC5L","81873","actin related protein 2/3 complex subunit 5 like"
"ENSG00000081665",65.7644170641932,0.453818039171696,0.220569245922043,2.05748556320536,0.0396395422082468,0.0694493073068403,"ZNF506","440515","zinc finger protein 506"
"ENSG00000101160",1008.44504060958,-0.133995319767275,0.0651477282227235,-2.05679190085001,0.0397062474911144,0.0695579074674959,"CTSZ","1522","cathepsin Z"
"ENSG00000163517",167.017690633013,-0.289227711082821,0.140660368233573,-2.05621323699754,0.0397619669271636,0.0696472389556142,"HDAC11","79885","histone deacetylase 11"
"ENSG00000176595",13.9857597235126,1.00720562607441,0.489868630776664,2.05607291995312,0.0397754880205036,0.0696626431902771,"KBTBD11","9920","kelch repeat and BTB domain containing 11"
"ENSG00000100129",2040.1523547275,-0.102103676604317,0.0496669800048119,-2.05576575411722,0.0398051004528151,0.069706222727375,"EIF3L","51386","eukaryotic translation initiation factor 3 subunit L"
"ENSG00000164258",503.027653598623,-0.172346076843385,0.0838456173112092,-2.05551682210996,0.0398291125535106,0.0697399858398051,"NDUFS4","4724","NADH:ubiquinone oxidoreductase subunit S4"
"ENSG00000135605",14.6627841307104,-0.992772151841518,0.48302998647334,-2.0553012848951,0.0398499133036488,0.0697666980963336,"TEC","7006","tec protein tyrosine kinase"
"ENSG00000147180",67.4752448506168,0.454704233868564,0.221239205642304,2.05526065124155,0.0398538357492897,0.0697666980963336,"ZNF711","7552","zinc finger protein 711"
"ENSG00000111181",1.96249065833114,3.24876305513107,1.58117338640641,2.05465326134451,0.0399125073361703,0.0698611084466126,"SLC6A12","6539","solute carrier family 6 member 12"
"ENSG00000002016",68.9402490193489,-0.445039679006955,0.216620397054519,-2.05446802359496,0.0399304151844446,0.069884153780827,"RAD52","5893","RAD52 homolog, DNA repair protein"
"ENSG00000005513",9.41406777140799,1.3080214922912,0.63710112983382,2.05308298955989,0.0400645294254075,0.070110547930617,"SOX8","30812","SRY-box 8"
"ENSG00000107938",258.317188824414,-0.240755709901536,0.117353303472179,-2.05154608160317,0.0402137968276964,0.0703634023087487,"EDRF1","26098","erythroid differentiation regulatory factor 1"
"ENSG00000127578",6.69724724232123,1.54536365609905,0.753335163189079,2.0513627023025,0.0402316384271704,0.070386263905465,"WFIKKN1","117166","WAP, follistatin/kazal, immunoglobulin, kunitz and netrin domain containing 1"
"ENSG00000151692",7.99570968690264,1.33084753364077,0.648979365371012,2.05067773284277,0.0402983408313223,0.0704945931361458,"RNF144A","9781","ring finger protein 144A"
"ENSG00000107872",104.874599493727,0.358213875005059,0.17475568290719,2.04979814702393,0.0403841325155804,0.0706362859025189,"FBXL15","79176","F-box and leucine rich repeat protein 15"
"ENSG00000183690",8.06299275809433,1.33194924715714,0.649955178785547,2.04929399846604,0.0404333751652631,0.0707140243485994,"EFHC2","80258","EF-hand domain containing 2"
"ENSG00000033178",1136.29213227043,0.128689604041926,0.0628128912955994,2.04877695306698,0.0404839303838182,0.0707893503385574,"UBA6","55236","ubiquitin like modifier activating enzyme 6"
"ENSG00000174804",217.182974941493,0.265302929696176,0.129494690749304,2.04875526680697,0.0404860519747388,0.0707893503385574,"FZD4","8322","frizzled class receptor 4"
"ENSG00000089053",1959.88147926905,-0.10656372311302,0.0520211695216921,-2.0484684233903,0.0405141230555213,0.0708300291331285,"ANAPC5","51433","anaphase promoting complex subunit 5"
"ENSG00000185090",9.2653924136268,1.2374624236556,0.604155860180011,2.04825030297132,0.040535479806702,0.0708589611423525,"MANEAL","149175","mannosidase endo-alpha like"
"ENSG00000187189",810.426058685837,0.151736904921826,0.0740849032809874,2.04814878877984,0.0405454225857622,0.070865018764615,"TSPYL4","23270","TSPY like 4"
"ENSG00000008294",1895.87081818244,-0.126351166691243,0.0616913890006263,-2.04811674267798,0.0405485617615686,0.070865018764615,"SPAG9","9043","sperm associated antigen 9"
"ENSG00000168016",240.631829962083,-0.263923005330829,0.128937212150073,-2.04691105794689,0.0406668181653886,0.0710632637089752,"TRANK1","9881","tetratricopeptide repeat and ankyrin repeat containing 1"
"ENSG00000164967",90.4880308219547,-0.383175288415277,0.187318955198289,-2.04557669035502,0.0407980367650528,0.0712766765821117,"RPP25L","138716","ribonuclease P/MRP subunit p25 like"
"ENSG00000100151",159.828660887219,0.309017084627734,0.151066434692451,2.04557077988136,0.0407986187845497,0.0712766765821117,"PICK1","9463","protein interacting with PRKCA 1"
"ENSG00000186642",1.21453256049293,3.64875976224221,1.78412424595128,2.04512649302444,0.0408423890002485,0.0713446875768238,"PDE2A","5138","phosphodiesterase 2A"
"ENSG00000145331",88.2632713541356,0.406065545740337,0.198602683483337,2.04461258336626,0.0408930679410726,0.0714247493855804,"TRMT10A","93587","tRNA methyltransferase 10A"
"ENSG00000167595",209.412982757515,0.263201539542803,0.128788991521141,2.04366488497271,0.0409866644874767,0.0715797441896471,"PROSER3","148137","proline and serine rich 3"
"ENSG00000120733",1120.20687539338,-0.134691777225498,0.0659366491851596,-2.04274525457403,0.0410776624511822,0.0717247824720237,"KDM3B","51780","lysine demethylase 3B"
"ENSG00000151967",17.6575988767595,-0.897108981649952,0.439172183661411,-2.04272723780156,0.041079446929458,0.0717247824720237,"SCHIP1","29970","schwannomin interacting protein 1"
"ENSG00000015479",22.5470597678372,0.81582844614438,0.39976488912144,2.04077063380258,0.0412736307793673,0.0720552914506414,"MATR3","9782","matrin 3"
"ENSG00000109272",1.23377679560679,3.6648593929933,1.79600107342004,2.04056637116285,0.0412939476437681,0.0720822220032991,"PF4V1","5197","platelet factor 4 variant 1"
"ENSG00000075826",26.1007360959396,0.729593693200342,0.357596858336832,2.04026874451205,0.0413235660679187,0.072125380946114,"SEC31B","25956","SEC31 homolog B, COPII coat complex component"
"ENSG00000166436",145.668278007965,0.301857814993015,0.14796739050634,2.04002931970394,0.0413474055718149,0.0721584444425587,"TRIM66","9866","tripartite motif containing 66"
"ENSG00000114388",139.298335842812,-0.307855221449993,0.150912311088129,-2.03996094970817,0.0413542153029824,0.0721617837006103,"NPRL2","10641","NPR2 like, GATOR1 complex subunit"
"ENSG00000133216",3221.87545936976,-0.105847744961466,0.0518937461913986,-2.03970136538361,0.04138007885399,0.0721983665384284,"EPHB2","2048","EPH receptor B2"
"ENSG00000169594",26.7900722633384,-0.700022599351113,0.34321993189468,-2.03957443697041,0.0413927302873456,0.0722118914506273,"BNC1","646","basonuclin 1"
"ENSG00000213380",296.101494109764,0.225720459457287,0.110676950966932,2.03945317869054,0.0414048196165331,0.0722244326557539,NA,NA,NA
"ENSG00000178726",7.36524604124428,1.46578740056556,0.718738979334601,2.03938765352974,0.0414113536539145,0.0722272816747209,"THBD","7056","thrombomodulin"
"ENSG00000086827",402.001470097455,-0.197697581025034,0.0969528507957656,-2.03911055118421,0.0414389953987232,0.072266940502471,"ZW10","9183","zw10 kinetochore protein"
"ENSG00000170092",11.7516772722343,1.10705533813512,0.543036919523731,2.03863733446717,0.0414862362333313,0.072340765452773,"SPDYE5","442590","speedy/RINGO cell cycle regulator family member E5"
"ENSG00000062370",83.6396252762619,0.399585673840677,0.196023936757741,2.03845346874402,0.0415046036947923,0.0723642315454689,"ZNF112","7771","zinc finger protein 112"
"ENSG00000141580",1568.5243081425,0.112520355962202,0.0552932087217668,2.03497605878509,0.0418532820050777,0.0729635285297888,"WDR45B","56270","WD repeat domain 45B"
"ENSG00000155034",402.682984527285,-0.199189389198244,0.0978909347388407,-2.03480934909503,0.0418700600034855,0.0729841448056026,"FBXL18","80028","F-box and leucine rich repeat protein 18"
"ENSG00000178445",8.60625414854292,1.34679604554577,0.662010095479589,2.03440408951784,0.0419108698835624,0.0730466414787065,"GLDC","2731","glycine decarboxylase"
"ENSG00000058600",424.497134984111,-0.195794136554077,0.0962586044638036,-2.03404295797475,0.0419472644055825,0.0731014287347138,"POLR3E","55718","RNA polymerase III subunit E"
"ENSG00000091542",1121.28243066932,0.125975200961924,0.0619535309366111,2.03338210199541,0.0420139341544773,0.0732089573857516,"ALKBH5","54890","alkB homolog 5, RNA demethylase"
"ENSG00000005700",1517.9111443897,0.124740677137476,0.0613673004111758,2.03268966211131,0.0420838863918154,0.0733221796480169,"IBTK","25998","inhibitor of Bruton tyrosine kinase"
"ENSG00000183762",314.413740150765,-0.210697638413684,0.103711665104888,-2.0315712625055,0.0421970784178121,0.0735052648680041,"KREMEN1","83999","kringle containing transmembrane protein 1"
"ENSG00000108592",1292.6799716809,0.120160767351263,0.0591472516579611,2.03155284451986,0.042198944636191,0.0735052648680041,"FTSJ3","117246","FtsJ RNA methyltransferase homolog 3"
"ENSG00000173258",5.47509560539784,1.73975485748506,0.856750259671884,2.03064409709236,0.0422911110191303,0.0736571016544485,"ZNF483","158399","zinc finger protein 483"
"ENSG00000100505",3.25468032586312,2.40288842486635,1.18481279741893,2.02807433385336,0.0425526619794336,0.0740977734782907,"TRIM9","114088","tripartite motif containing 9"
"ENSG00000136630",91.4484533849123,-0.382215298342428,0.188463559610393,-2.02805942502929,0.0425541833844655,0.0740977734782907,"HLX","3142","H2.0 like homeobox"
"ENSG00000183580",358.663614134959,-0.200805409719323,0.0990252877071455,-2.02781950316751,0.0425786730867485,0.0741316578797991,"FBXL7","23194","F-box and leucine rich repeat protein 7"
"ENSG00000100815",914.224266551855,-0.144662973078042,0.0713480614306593,-2.02756697487337,0.0426044624471223,0.0741677967807333,"TRIP11","9321","thyroid hormone receptor interactor 11"
"ENSG00000165819",455.32312000578,-0.179219310476433,0.0884116396471235,-2.02710085676218,0.042652099283332,0.0742419557384843,"METTL3","56339","methyltransferase like 3"
"ENSG00000103024",264.711430985127,0.236166949794264,0.116517350545581,2.02688225134226,0.0426744560635977,0.0742720988976504,"NME3","4832","NME/NM23 nucleoside diphosphate kinase 3"
"ENSG00000168283",426.490409331675,0.190268342556033,0.0938998059182614,2.02629111631668,0.0427349610850046,0.0743686216165778,"BMI1","648","BMI1 proto-oncogene, polycomb ring finger"
"ENSG00000166503",1111.67499755856,0.135171625827081,0.0667190968600299,2.02598104873418,0.0427667267258511,0.0744151143430454,"HDGFL3","50810","HDGF like 3"
"ENSG00000205138",86.9368377462973,0.394349311440748,0.194659416608675,2.02584246018527,0.0427809312269764,0.0744310429020397,"SDHAF1","644096","succinate dehydrogenase complex assembly factor 1"
"ENSG00000092140",422.021349614463,-0.187613069176659,0.0926268532047666,-2.02547169298638,0.0428189522687962,0.0744883992608024,"G2E3","55632","G2/M-phase specific E3 ubiquitin protein ligase"
"ENSG00000151287",96.8699499368987,-0.384711072310649,0.189957757231845,-2.02524539095872,0.0428421728859591,0.0745199981108538,"TEX30","93081","testis expressed 30"
"ENSG00000141556",1160.21656893707,0.123335626429827,0.0609064672025115,2.0250004982187,0.0428673130694929,0.0745549280172512,"TBCD","6904","tubulin folding cofactor D"
"ENSG00000243660",26.9490189113859,0.692997727575124,0.342248642161293,2.02483704010878,0.042884100281206,0.0745753238872464,"ZNF487","642819","zinc finger protein 487"
"ENSG00000059915",89.56504508048,0.389224195142044,0.192238690905578,2.02469228909398,0.0428989709064024,0.0745923823995468,"PSD","5662","pleckstrin and Sec7 domain containing"
"ENSG00000142186",2419.79889424975,0.104827828248645,0.0517867919317631,2.0242193875761,0.0429475836210473,0.0746681004373003,"SCYL1","57410","SCY1 like pseudokinase 1"
"ENSG00000070882",1076.47909302254,0.141544870040958,0.0699366895389695,2.02390005838191,0.0429804359390878,0.0747156854643812,"OSBPL3","26031","oxysterol binding protein like 3"
